,urls,label
40,http://paulaanderson.info/__/yxx/home/index.php,1
41,http://aprecoverts.at.ua/index.htm,1
42,http://freemdkgift.ml/oauth/index.php,1
43,http://ubudretreats.com/Afileadmin/index.php,1
44,http://www.rally2go.com/sites/all/modules/link/flexza/5b257b50acaf7cdb68ad1af6e5b05458/,1
45,https://www.pinguimoff.com/clube-oferta/smartphone-motorola-moto-g5s-plus-xt1802-32gb-tela-5-5/produto?linkcompleto=Smartphone%20Motorola%20Moto%20G5s%20Plus%20XT1802%20Platinum%2032GB%2C%20Tela%205.5%27%27%2C%20Dual%20Chip%2C%20TV%20Digital%2C%20Android%207.1%2C%20C%C3%A2mera%20Traseira%20Dupla%2013MP%20e%203GB%20RAM,1
46,http://www.sandsce.com/wp-content/uploads/2014/07/acesso/atualizacao/painel.php,1
47,http://fb-register031.ucoz.pl/confirmation.htm?your-account,1
48,https://s3.us-east-2.amazonaws.com/d5m/office.login.htm?microsoftonline.com/?ru=https%3a%2f%2flogin.microsoftonline.com%2fcomoLSaHieT1iGZclqtck0mkyt0aw3G2WlI6RmeBApHQMr4SgzhiQph_OgpwtVUzOwoUupHJqBrAmZKfYzJZumSsYxiiZgRRwx8pIkTXGU9TQ_UHUDm51BKGvTqqoZtNpx_E_5HZV7in16ZTAOMvdnftODcTRGMMFnha-EilwgOTwEwLVxeVVzAQ5sCwcQPI4hcmMcuMm-iZrZIKnA5k5ahq6UkoK2HbUksSauuIY47Y4QgYugdeF4rXaCIILgs3rkeBwNlDMfSCuXu1Rnxb2yYLrY2Nrd3crdxe7tca8XL9GvrF7zfSZ8fkPvAfwRGzk7tcrwzQDJu014_MbNF8YIJwQRp1JQPiNIroOpBd6rDvWHyXs6X9Wos6LRKnxeKPYu7dmon%2freprocess%3fctx%3drQIIAYWSvW_TUADE46SN2qqiFRNiKhISEiiJPxLnQ6rAcVzXTWyTxMG1l8jxR2wnfu_VfuDE_wJLR9QRiaUjC4gKxNypM2JiQYIFMTEw0IiFjRtON9xy-t39AlWmWnfJv2JLKy-RnkeVbHeV_lF8c2u3_-Li4e5v__8gc1&amp;mkt=en-US&amp;hosted=0&amp;device_platformEsK0LtFpTR2Tkm_SyYnYpZdjtk1Fxw2jJwyaNsv1usaEGniJ6M94iRIlmX4S6ENvPJkCHvPSSRYueYRqetofdtrSSIhrXQ2m_GQhHsL4RKSTbmegyTobHEy0J5oTZ1B45vjLXp2VFwxvz8bHQBweWgnKbCM2-QNOpK3c90ev3t9D28_9L-fEHR9jlLQqFQRjbM3L0PMC2y3bMKrMLeAEYPqWIK4I4iy_7,1
49,https://www.powr.io/plugins/form-builder/view/16030307?mode=page,1
50,https://cousantioloupte.tk/12/AT&T/index.php,1
51,https://sites.google.com/site/eror404secure/,1
52,http://cousantioloupte.tk/Bfolderfile/index.php,1
53,http://rtvrnwzmmm-en.tk/,1
54,https://team-recovery-2018.com/SECURITY-RECOVERY-FB.html,1
55,http://cousantioloupte.tk/Vfolderfile/index.php,1
56,https://cherrycreeksc.weebly.com/,1
57,https://hambanawe.com/CODBR90958/,1
58,http://185.116.236.138/Acesso_Bankline/acesso/index_ant.php,1
59,http://authserviceweb1mailopening.ukit.me/,1
60,https://fadrix.com/voiceout~!@%23$%25%5e&**()@~!@%23$%25%5e&**()@~!@%23$%25%5e&**()@~!@%23$%25%5eB/,1
61,http://lstk.build/Notificacion.Popular/,1
62,http://sa.www4.irs.gov.us.5061364415.revenue.service.jayashritravels.com/IRS/step1.html,1
63,https://goturfdirect.com/irs/,1
64,http://217.78.0.217/index.php,1
65,https://pinguimdejulho.com/OFERTAS43363apc/produto.php?linkcompleto=TelefoneseCelulares/Smartphones/Android/Smartphone-Motorola-Moto-G5-Plus-TV-XT1683-Ouro-com-32GB-Tela-5-2-Dual-Chip-Android-7-0-4G-Camera-12MP-Processador-Octa-Core-e-2GB-de-RAM-11248694.html&amp;id=14,1
66,http://ruskimv6.beget.tech/ay/view/login.php?userid=,1
67,http://overthetopevent.co.uk/wp-content/updtam/index.html,1
68,https://julhodosaldao.com/OFERTAS60043apc/produto.php?linkcompleto=TelefoneseCelulares/Smartphones/Android/Smartphone-Motorola-Moto-G5-Plus-TV-XT1683-Ouro-com-32GB-Tela-5-2-Dual-Chip-Android-7-0-4G-Camera-12MP-Processador-Octa-Core-e-2GB-de-RAM-11248694.html&amp;id=14,1
69,https://megainvest-company.org/,1
70,http://104.196.22.48/pj/mobi_IIII.php,1
71,http://104.196.22.48/un/mobi_III.php,1
72,http://104.196.22.48/pj/mobi_III.php,1
73,http://207.246.119.126/PRODUTOa6a87ed8d5af6aeff8d859ffd50c5db0MOBILE/Cadastro/Endereco/Pagamento/Cartao/,1
74,http://45.76.53.183/PRODUTO3eef284e80280be9aff8a80800dae3f3DESKTOP/Checkout/Endereco/,1
75,http://zonasegura.bcpmovil-promo.ml/promocion/,1
76,http://ggentertainments.com/contact/version/dir/btinternet/btc.htm,1
77,https://semana-ofertascasasbhaia.com/index.php?produto=368392575,1
78,http://ofertas-galaxyj7prime.com/index.php?produto=335821299,1
79,http://saldaodomescb.com/index.php?produto=580038117,1
80,http://hypermagalutododia.com/index-ps4.php,1
81,http://bahiaofertas.net/iphone7.html,1
82,http://131.196.197.175,1
83,https://myetherwallet-coins.top/,1
84,http://challenge.actuary.org/sites/default/files/styles/thumbnail/public/slideshow-images/acesso/atualizacao/home.html,1
85,https://celeste.les-recyclables.xyz/,1
86,https://link.infini.fr/opglCS5Z,1
87,https://www.securecenter-cas1.top/banking-privateentry.php?entry=7OZVDuvBLRgpmq8a2oPCAct6SGhFsw&trackid?=oZeC8DJsVpGXibfyjW5H,1
88,https://ebay.co.uk.sgici.com/ws/eBayISAPI.dll-item&=481739211025/,1
89,http://arquiber.com/arquiber/modules/acesso-onlineit/atualizacao/home.html,1
90,https://myrtlebea.tk/update/banco.itau.com/brazil/banco.html,1
91,https://delimidis.com.br/Imagens/menu/ITAU-Cadastro/,1
92,http://ec2-18-219-115-166.us-east-2.compute.amazonaws.com/0349ghvjir487tyghfjir84/itaumobile/escolha.html,1
93,https://30horas.personalite30horas.tk/Acesso_Bankline/acesso/bemvindocliente.php,1
94,http://circaventures.com/stats/login/itaumobile/escolha.html,1
95,http://rollstyle.cz/css-old/acesso/atualizacao/Inicial.php,1
96,http://china.lanfa.com.tw/images/home/css/acesso/itaumobile/escolha.html,1
97,http://sandsce.com/wp-content/uploads/2013/08/acesso/atualizacao/home.html,1
98,http://asociapap.com/apap/views/inicio/inicio/,1
99,http://assistanceweb1mailconnect.ukit.me/,1
100,http://serasaexperian.live,1
101,http://myethierwallet.com/,1
102,https://www.tronetwork.com/idex/iedx.market/,1
103,http://depofilm.com/panel/js/Netflix/,1
104,http://americanlawyerslondon.co.uk/wp-content/CH/,1
105,"https://update-account-information.academiadasaguias.com.br/Login/wy2i2zdy=/signin/?country.x=CH&locale.x=de,en;q=0.9,fr;q=0.8,it;q=0.7",1
106,http://www.txart.me/hdec/cssStyles/absa.css,1
107,https://client-custareaserv.info/sbdjsabdsjkad/paypaI.com/home/resolve/en/activity.php,1
108,http://vekonstroy.ru/hdec/cssStyles/absa.css,1
109,http://saycolist.eu/.jzzml/general/index.php?email=abuse@id.ethz.ch,1
110,http://baalbek.com.ar/admin/onedri/one/,1
111,http://royalelectro.ma/onedrive/onedri/one/,1
112,https://diycraftyprojects.com//wp-man/file8889/document/gallary/autofill/?email=abuse@optusnet.com.au,1
113,http://myetherwallet.gift/index117.html,1
114,http://serviceguru.in/gt/tj/index.html,1
115,http://roamtify.com/hdec/cssStyles/absa.css,1
116,https://tynpnebl.tk/hm/hmrcbanks2/,1
117,https://formcrafts.com/a/36000?preview=true,1
118,https://brinonce.com/en/,1
119,https://brinonce.com/login.html,1
120,https://blirmance.com/en/,1
121,https://blirmance.com/login.html,1
122,https://brilmance.com/login.html,1
123,https://brilmance.com/en/,1
124,https://brimance.com/login.html,1
125,https://neotracler.co/,1
126,http://ocntoken.com/airdrop.php,1
127,http://ether-idex.online/unlock.html,1
128,http://signcontract-etherwallet.net/,1
129,https://www.cashaaprivate.com/airdrop/,1
130,https://ethpromogiveback.com/,1
131,https://ethpromogive.net/,1
132,https://ethpromogivegroup.com/,1
133,https://ethpromo-give.net/,1
134,http://www.consult4india.com/kleinanzeigen/antwort/sLK6LlOCjPr1TEXWl8iPIHBC2I22q1sLK6LlOCjPr1TEXWl8iPIHBC2I22q1-sLK6LlOCjPr1TEXWl8iPIHBC2I22q1sLK6LlOCjPr1TEXWl8iPIHBC2I22q1/felix.gossmann@dvag.de,1
135,https://ptitiga.com/admin/index.php?email=abuse@gmail.com,1
136,https://areawanitacantik.com/image/document/include-file/index/info/?Email=info@gmail.com,1
137,https://vk-foto542.000webhostapp.com/,1
138,http://vkll.000webhostapp.com/,1
139,https://kuatbai.000webhostapp.com/,1
140,http://badnaba.gq/ayomide/login.php,1
141,https://ethpromotake.com/,1
142,http://www.agence4vallees.ch/chpayapl/com_chronocontact/5885d80a15885d8/5885d80a13c0db1f8e051cb40a5393d96fec50118c72/index1.php?REDACTED,1
143,https://ethpramengyve.com/,1
144,https://ethpromo-give-away.com/,1
145,https://ethpromogivenow.com/,1
146,https://theethpromogive.com/,1
147,https://ethpromoget.com/,1
148,https://instant-ethaway.com/,1
149,https://eth-giveavvay.com/,1
150,https://newethpromo.com/,1
151,https://www.securecenter-cas1.top/banking-privateentry.php?entry=aUN6Y9cThQWLqGlDbS4kzIeyirFjK7&trackid?=TckObBEi6mqjt0MALU1u,1
152,http://bit.ly/2JkqYgz,1
153,https://www.securecenter-cas1.top/banking-privateentry.php?entry=5TEFsizWVU8tvgdXCaLkb7Bw4GpePM&trackid?=VfWjsh2uB1OUJnCr6Tpd,1
154,http://promoethermnew.com/,1
155,http://nab.stage.chocolatecoded.com.au,1
156,https://giveusethereum.com/,1
157,https://giveusether.com/,1
158,https://givefreecoin.com/,1
159,https://ether4free.com/,1
160,http://myetherwalletverification.signmsg.services/signmsg.html,1
161,http://hydrogen-platform.com/raindrop/,1
162,https://www.securecenter-cas1.top/banking-privateentry.php?entry=NAaSEzF50Ot8h7vn1MeCmZqRlkyYgK&trackid?=sHAdZMiTG6Y7qyBm0N2E,1
163,http://www.securecenter-cas1.top/,1
164,https://www.securecenter-cas1.top/banking-privateentry.php?entry=RnXOz8gocqTl41y2YiNjM7vPW3tJKG&trackid?=VF82wJPBMmXvCoDY4l5W,1
165,https://domaindns.pagekite.me/iti/akwu/?email=abuse@2.com,1
166,https://www.securecenter-cas1.top/banking-privateentry.php?entry=xDuW5qzNMSkv2OQcRoe0wiyUHjgVFT&trackid?=XPCLYa4yJO7qlHw1mBg2,1
167,http://myetherwallet.com.apisign.icu,1
168,http://token-emrify.com/,1
169,http://idexd.market/,1
170,https://www.idixmarket.info/,1
171,http://peru21.pe,1
172,https://pokemongocommunity.ru/Amazon/,1
173,https://kindergarten.4760.at/50225537651928899-redacted@email.html,1
174,https://bit.ly/2LmkMGK,1
175,http://www.tochotelsng.com/hh.php,1
176,https://shoba-shoba.info/Acc/office/only.html,1
177,https://eth-givebacknow.tumblr.com/,1
178,https://ethergiveaways.tumblr.com/payment.html,1
179,http://www.linecm.cn/index.php/home/account/login,1
180,https://brimports.com.br,1
181,http://vendas-499-90.esy.es/www.americanas.com.br/compra-onli-promoc/zn3/produtos/0113/54151523/65216598656343/11857487554154143/fas78f4sag54gh3/fsdaf1sdag1581ag745aeh3/compra_com_garantia_sem_garantia.php?smartphone-moto-g-4-plus-dual-chip-android-6.0-tela-5.5-32gb-camera-16mp-preto,1
182,http://vendas-499-90.esy.es/www.americanas.com.br/compra-onli-promoc/zn3/produtos/0113/54151523/65216598656343/11857487554154143/fas78f4sag54gh3/fsdaf1sdag1581ag745aeh3/Smartphone-Samsung-J-7-Pro.html?ass=fj3NAj3GfwWMTlX0deEkiH61Ajeh%24YxqbboOhK8odlVIiBs%21LL%25zev99rxZcJ%2Ah%24lK%40,1
183,http://207.246.119.126/PRODUTO4aa726695df97519b4f64afd04466340MOBILE/Cadastro/,1
184,http://207.246.119.126/PRODUTO4aa726695df97519b4f64afd04466340MOBILE/Carrinho/,1
185,http://www.faceboolk.totalh.net/photo_.478004502347550.1073742091.107528776061793478006955680638type=1&amp;theater.html,1
186,http://mudar-cor-e-tema-do-facebook.blogspot.com/p/baixar-agora.html,1
187,http://178.33.146.202/ln/opt-out.php?mid=173201443&eid=ee56ad2e92d523d0d37478b34e3445e46b829d23,1
188,http://uk-ei.com/ttx/,1
189,http://uk-ei.com/ttx,1
190,https://s.yam.com/FQW4N,1
191,https://raymasac.com/wp-admin/network/yp/yahoo/home,1
192,http://www.laboratoriosculturais.com/west/index.php,1
193,https://verifikasifb477.wixsite.com/mysite,1
194,https://peringatanfb011.weebly.com/,1
195,http://apcure.at.ua/security_help.htm,1
196,http://procheckup.at.ua/security_help.htm,1
197,https://julhodosaldao.com/OFERTAS9453apc/produto.php?linkcompleto=TelefoneseCelulares/Smartphones/Android/Smartphone-Motorola-Moto-G5-Plus-TV-XT1683-Ouro-com-32GB-Tela-5-2-Dual-Chip-Android-7-0-4G-Camera-12MP-Processador-Octa-Core-e-2GB-de-RAM-11248694.html&amp;id=14,1
198,http://159.203.57.165/deposit-bnk-files/12658245fac2988915ejk9717dedl,1
199,http://159.203.57.165/deposit-bnk-files/12658245fac2988915ejk9717dedl/login.php?cmd=login_submit&id=b1662f9b58759fbc7be799491ce8019ab1662f9b58759fbc7be799491ce8019a&session=b1662f9b58759fbc7be799491ce8019ab1662f9b58759fbc7be799491ce8019a,1
200,http://reprotecure.at.ua/security_help.htm,1
201,https://www.megaselecaodeofertas.com/index.php?produto=523188013,1
202,https://leslyllaw.000webhostapp.com/koleem1.php,1
203,http://policy201.at.ua/facebook-security.html,1
204,https://promptconfirmation-paqes1.tk/?Facebook.Com=Recoverypages,1
205,http://pro-zoom.icu/rfgty5e/,1
206,http://pro-zoom.icu/vdert_oke-9/,1
207,https://echo-bell.com/wp-includes/Requests/Exception/Transport/ubs/,1
208,https://echo-bell.com/wp-includes/Requests/Exception/Transport/ubs/card.php,1
209,http://setings-info-user.hol.es/logins.php,1
210,http://setings-info-user.hol.es/confirmation-identity,1
211,http://setings-info-user.hol.es/id-100083247402,1
212,http://apps-info.hol.es/secure/invalid.html,1
213,http://apps-info.hol.es/helps/log.php,1
214,http://apps-info.hol.es/secure/fb_settings,1
215,https://carolpark.formstack.com/forms/st_d,1
216,http://fb-register546.ucoz.pl/open-bloking.htm,1
217,https://kokol55.000webhostapp.com/log1.php,1
218,http://es.roismedia.com/downloader/ubs/card.php,1
219,https://www.maison-thuret.com/modules/cartabandonmentpro/uploads/,1
220,https://go-ethpayethers.net/--/relog.php,1
221,https://go-ethpayethers.net/--/Department.html,1
222,https://fgmnfgnmdfnjdfndfnsdfn.blogspot.com/,1
223,https://akaguratakesimasutya.blogspot.com/,1
224,https://rufusshulem.000webhostapp.com/cekpoint-loogin-1.html?Center,1
225,https://klopokklopokaja.blogspot.com/,1
226,https://sites.google.com/site/helpacc0ount2018/?platform=hootsuite,1
227,https://iqpwjqjwpiidpqipdiwqiniwqdwq.blogspot.com/,1
228,http://re-post.cf/proccesing-fbaccount/,1
229,https://client-fb-service.com/relog.php,1
230,https://client-fb-service.com/Safety.html,1
231,http://myetherwallet.ethersignmsg.services/,1
232,http://event-eth.com/,1
233,http://ethpays99.top/,1
234,http://ethbounty.info/,1
235,http://gonn.gonna.jp/zz/,1
236,https://www.securecenter-cas4.top/banking-privateentry.php?entry=Zh1F7W50NTJjdvewHBGgUS9bxtMiok&trackid?=rTJBKAzvebI4SL6nZc9u,1
237,https://www.securecenter-cas5.top/banking-privateentry.php,1
238,https://www.securecenter-cas3.top/banking-privateentry.php?entry=LbIWnU0YRKuV41Gmx2ey8S3wXgDdPh&trackid?=Yrb43FhRfQwIOx1JBnoV,1
239,https://www.securecenter-cas3.top/banking-privateentry.php?entry=ugVzKAHhns0oBcFiDv942XLSTyjdGR&trackid?=gSJrcGp9n7Qm4Cys2AI6,1
240,https://www.securecenter-cas2.top/banking-privateentry.php,1
241,https://www.securecenter-cas3.top/banking-privateentry.php,1
242,https://www.securecenter-cas2.top/banking-privateentry.php?entry=slbQMoxWy6TVSehmugI1cG3XY92FJd&trackid?=RqzWnx6EFMwdSCX5mNgI,1
243,https://www.securecenter-cas4.top/banking-privateentry.php,1
244,https://www.securecenter-cas4.top/banking-privateentry.php?entry=guBHVkz7eAKytTO9JNR3EDPaX0qjph&trackid?=1hNtDjMG836Q9UdPOF0E,1
245,https://www.securecenter-cas4.top/banking-privateentry.php?entry=nt7dhUuAGb5ar6i2PXYOKJvNo9kLme&trackid?=KjbtLzQ5y91BMocq4RI7,1
246,http://bit.ly/2JkJyoF,1
247,https://www.securecenter-cas5.top/banking-privateentry.php?entry=tWx6CFyhwjbZSEsJvuND9HPdTUeK2O&trackid?=B2tLeq7Ei3AKplSny8aP,1
248,http://bit.ly/2Ldnwpv,1
249,http://bit.ly/2JqChny,1
250,http://yahoo-donation.com/,1
251,http://jrglobaladvisors.com/wp-admin/index%20%282%29.html,1
252,http://bit.do/eqPEK,1
253,https://apose99.000webhostapp.com/login.php,1
254,https://go.net-dk88.stream/ta3/2Dw-3Xz/menu-spr-c2-rfc.html?region=Virginia&amp;td=dkseoul.com&amp;cep=hkM0zkwd7pSbLvJI8S4LbFUthIgM0K37gZaLJjJwTt85BK78b4tu9z2B7PfE7S1qH6XrJ3YL6hmoij3tpm11Z6CdamVDHiHFh1ZYKwiQY7iYaSLk-N2_L8n7kspHC9taeOwzK1xhE8q5NcF8W8HIkxmsLuvRenQLfyRdDJR0sAhBO9GWbJt0Jj5JexwXRB8h7umaFzzfwSRcw9xLVCpStuYohDqGjuL2U5UnteLJXfZu30ay4hePRPqiGD-UHkB-CHl2acZ0JiY7KCX_3X-dk4zDQIcJQCedCPI2Vp-QLInyYCPrFn4tNYDhlBzsfeu3D788Ei4HACEnqFm7CsoBKEcibe56PymguYVO2WmeXD4&amp;2=114424626&amp;3=&amp;4=US&amp;5=US%20Main%20Wifi%20Domain%20iOS%20-%206.1*6&amp;6=Tablet&amp;7=iOS%2010%20(iPad)&amp;8=Mobile%20Safari&amp;9=UNKNOWN&amp;1=114424626064844322505#,1
255,https://discovercoastalvacations.com/NottinghamForestt,1
256,https://discovercoastalvacations.com/NottinghamForestt/,1
257,https://www.fnbba.com/onlinebanking,1
258,http://ikanursila.com/payment/sharpoin/sharpoint/share/verificationAttempt.php,1
259,http://ikanursila.com/payment/sharpoin/sharpoint/share/verificationAttempt.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,1
260,https://nam04.safelinks.protection.outlook.com/?url=http%3A%2F%2Fautomotivedigitaltraining.com%2Fandrew.htm&amp;data=02%7C01%7C%7C40e9a4d766a741d4c0c108d5e8504761%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636670353840116942&amp;sdata=T6OFsGct%2Bc4g23EKbwcY9I0nGZBDjHnUagbTWj2FOsU%3D&amp;reserved=0,1
261,http://latinsalsa.it/modules/mod_cblogin/d66fb7459897d6575a3ca0c8fcab8199/,1
262,https://showandtellphotos.com/verf-now/data-center/isiri.upgrad/your.applogin/,1
263,https://showandtellphotos.com/verf-now/data-center/isiri.upgrad/your.applogin,1
264,http://198.27.110.2/iphone_7_plus_128gb_dourado_tela_retina_hd_5_5_quot_3d_touch_camera_dupla_de_12mp_apple,1
265,http://ops.oops.jp/f/,1
266,http://ops.oops.jp/d/,1
267,https://30horas.personalite30horas.tk/Acesso_Bankline/acesso/,1
268,https://ganhe-uber.000webhostapp.com/,1
269,http://filipinolawgroup.com/wp-content/upgrade/access.php/xx01/575fca3d876/80ff54d6780/3d87680f/575fca3d87f54d6780/3d8/,1
270,http://abas.deca.jp/g/,1
271,http://abas.deca.jp/d/,1
272,http://abas.deca.jp/a/,1
273,http://mman.main.jp/b/,1
274,http://indaadl.site/b/,1
275,http://mman.main.jp/a/,1
276,http://indaadk.site/a/,1
277,http://blus.blush.jp/b/,1
278,http://pin.pinoko.jp/c/,1
279,http://pin.pinoko.jp/b/,1
280,http://pin.pinoko.jp/a/,1
281,http://www.linerq.cn/index.php/home/account/login,1
282,http://optusnet-comau.webhop.me/,1
283,https://unproven-iron.000webhostapp.com/6/1/inner_page.html,1
284,http://amenxa7e.beget.tech/qantas_frequent_flyer-11039/satisfaction_survey/my-accountqantas/v=av448mail/order/access-logon/-/up,1
285,http://alan-dzagoev.ru/include/makers/usaa.om.97484kmdmd98x.smrms/,1
286,http://artevita72.ru/tmp/Security-message.html#USAA,1
287,http://www.skard.ru/ink/wmz/wcs.htm,1
288,http://zonaseguraebetabcp.com/,1
289,https://tinyurl.com/yczoagbo,1
290,https://orange255.godaddysites.com/,1
291,http://americanas-499-90.xyz/www.americanas.com.br/compra-onli-promoc/zn3/?XU8ADCDO1Q963NNWX9L4FF5U3DTX77L52SEF6R46IBBLZYIW85ZMJ5GLIAIPG5THX8W3Z19IBK5BIM9PQ9C0CTVV4EKJJD2GLXJKYS40C8LVTUKK3XTFQPAT5VDN9E4TCNEAFIKRP6MJ18436XIVNTORO2EXGIQS663L,1
292,http://fb-register305.ucoz.pl/confirm-account.html,1
293,https://05.opserver2.com.ve/personas/,1
294,http://fb-settings-info.hol.es/confirm_identity,1
295,http://fb-settings-info.hol.es/logins.php,1
296,http://fb-settings-info.hol.es/incorrect-user-id-100823432054,1
297,http://www.bmfnutrition.co.uk/wp-includes/js/tinymce/skins/lightgray/img/bbvacompy.html,1
298,http://mediumpost.ga/,1
299,https://acesse-app.com/cef,1
300,https://acesse-app.com/cef/,1
301,http://secure-support-confirmation.net/confirmation.htm,1
302,http://user57332.vs.speednames.com/oer/,1
303,https://peringatanfb091.weebly.com/,1
304,https://stellar-free.org/account-viewer/index.php,1
305,http://buyaceweightlosspills.com/wp-includes/www.bci.cl/personas,1
306,http://meupaieesp.sslblindado.com/,1
307,http://rbezumov.bget.ru,1
308,https://nam03.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.pbyw.win%2Fl.php%3FM%3D23893871!LID%3D68!N%3D228!D%3Ds000!O%3DBT0AJ1ZwCCENbQArV3gFYg43U3dUPVE9AW5TLQ04UzQDfQNoUTkPblw2Az8AMQx2WSAKcw%253D%253D!L%3D0!F%3DH!T%3DAjpQd1ZwCSBdPVR%252FBSoDIQxxAn9SJ1R8XmpZZVE4UHYCJgU5VnQMewsyCGMGawd9&data=02%7C01%7C%7Cc30dbdc5ea1c492f8eb208d5e9ab8f31%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636671845403964697&sdata=uVT4ObOJI8WijrvrC5fiNcWxlc3hboiORpB%2Ffj9eFzQ%3D&reserved=0,1
309,http://mystikers.rf.gd/?i=1,1
310,http://americanasliquidaja.com/carrinho/,1
311,http://sticker-vk.ru,1
312,https://nam01.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.mxkw.win%2Fl.php%3FM%3D23893871!LID%3D352!N%3D213!D%3Ds000!O%3DBDwEI1J0CyILa1B7AyxSNQ82ByNWPwNvWTZQLlZjAWYKdFQ%252FA2sObwBqBDhXZgR%252BWyJQKQ%253D%253D!L%3D0!F%3DH!T%3DCjJXcAEnCSAMbAkiAywBIwxxVisEcQA0DDhTdVY1UHZXclJvUmdcaQkyB3ALeAB7WSAGZAczWHBaLg%253D%253D&amp;data=02%7C01%7C%7C752df769363f4452c30d08d5e968ebe9%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636671559196475527&amp;sdata=D71Nv1z7Tr6v4RiZ%2FqA3V8pTQxvSpKfywrLcy%2FQr2LA%3D&amp;reserved=0,1
313,http://amid.su,1
314,http://bsm12231.esy.es,1
315,http://servisrusr.byethost7.com/?i=1,1
316,http://vk.com.democrator.club,1
317,http://vkstomm.500mb.net/?i=1,1
318,http://raskpytka-rd.hol.es,1
319,http://stikvk2017.esy.es/auth/,1
320,https://sites.google.com/site/986sdgtpprotects/,1
321,http://vkontokte.hol.es,1
322,http://oauth.vk.com.authorization.client-id-1349358-display-page-scope.hotbeach.ru,1
323,http://oauth.vk.com.authorization.client-id-1349358-display-page-scope.detsad-86.ru,1
324,http://oauthe.vk.com.authorication.client-id-1344358-display-page-scope.pk-krd.ru,1
325,http://hoy.holy.jp/c/,1
326,http://vkunlakle.webservis.ru,1
327,http://galochka.pe.hu,1
328,http://ingvk.ultimatefreehost.in/?i=1,1
329,http://vrkontakte.webservis.ru,1
330,http://protectvk.far.ru,1
331,http://vereficationvk.hol.es,1
332,http://antongandon.kl.com.ua,1
333,http://vkanlakle.hop.ru,1
334,http://vk.com.id292243967.ru/page-22079806_49606709,1
335,http://razdachavk.16mb.com,1
336,http://ethpaperwallet.net,1
337,https://vk-friends.pro,1
338,http://fishloury.com/256913cc1130e26800/154_5030_0_735/937705_720958/7856255,1
339,http://www.low-e-replacementwindows.com/rba.aspx?ctcampaign=4726&ctsource=0&ctkwd=41874&ecadid=154_5010_0_837,1
340,http://dbs.interpixel.hk,1
341,https://info-home.co.uk/wordpress/wp-includes/Text/Diff/Renderer/azah,1
342,https://login.netflix-activate.info/Files/Login.php,1
343,http://id-mysoftbank.com/,1
344,http://supports-mysoftbank.com/,1
345,http://eosbounty.co/,1
346,http://betaclient-rzcoinwaps.cf/,1
347,https://secure.ethgiftnow.com/,1
348,http://dougtuttle.info/fin,1
